id,symptom
652,Bladder obstruction
652,Urinary Bladder Neck Obstruction
652,Obstruction urinary bladder
653,Decreased urine volume
653,decrease urination
653,Urine output low
653,low urine output
653,Oliguria
653,Passes too little urine
654,Cotton wool retinal infiltrates. Cytoid bodies
655,Intravenous pyelogram for kidney stonesintravenous urographypyelography
656,Ultrasound for kidney stonesultrasound of kidney and bladder
657,Cardiac tamponade on echocardiogram
658,SVC syndrome
658,superior vena caval obstruction
658,vena cava superior syndrome
658,Superior Vena Cava Syndrome
658,svc obstruction
658,Superior Vena Cava Obstruction
659,Malar flush with pinched and blue facies
660,Pulmonary diastolic murmur
661,History of chronic recurrent pain; right upper abdominal quadrant
662,Echocardiogram for MI
663,Radionuclide imaging: viable myocardiumventricular eject
665,Apex impulse vanish or palpable inside dullness
666,Ewart's sign: dullness patch beneath left scapula angle
667,Fluid removal with pericardiocentesis
668,Liver imaging with CT or MRI: fatty liver
669,Kussmaul pulse
669,Positive Kussmauls sign
669,Kussmauls sign positive
669,Paradoxical pulse volume
669,Pulsus paradoxus
669,Blood pressure systolic inspiratory decreased
670,Recent air travel
671,Gestation
671,Pregnancy
672,Antiphospholipid antibody panel  Positive
673,ERT
673,Estrogen Replacement
673,Estrogen Therapy
675,Right ventricle hypokinesis on echocardiography
676,Paradoxical bradycardia
678,Westermark'sHampton'sand Palla's signs on chest x-rays
679,Venous ultrasonography with Doppler imaging
680,History of myocardial infarction
681,Lower abdominen tendernessleft or right
682,Esophageal varices on upper GI series
683,VarixEsophageal
683,Oesophageal varix
683,esophagus varicose veins
683,OV - Oesophageal varices
683,varix esophagus
683,varicose veins on the oesophagus
683,Esophageal Varix
683,OV - Esophageal varices
683,Varices;oesophageal
683,Esophageal Varices
683,Enlarged vein in esophagus
683,Varices esophageal
684,Appendix
684,appendix organ
684,Vermiform Appendix
684,Appendix vermiformis
684,Appendix structure
685,Family history of diabetes mellitus
686,Physical Inactivity
686,InactivityPhysical
686,Lack of Physical Activity
686,Inactive
689,History of gestational diabetes or baby > 9 lb
690,Polycystic ovary
690,syndrome; bilateral polycystic ovarian
690,SyndromePolycystic Ovary
690,Sclerocystic Ovary Syndrome
690,PCOS- polycystic ovary syndrome
690,PCO
690,PCO1
690,ovary; syndromepolycystic
690,ovary; sclerocysticsyndrome
690,PCOD - Polycystic ovarian disease
690,Multicystic ovaries
690,Sclerocystic Ovarian Degeneration
690,Polycystic Ovary Syndrome
690,Stein-Leventhal Syndrome
690,PCOS1
690,PCO - Polycystic ovaries
690,PCOS
691,History of vascular disease
692,PERIODONTAL DIS
692,DiseasePeriodontal
692,Periodontal Diseases
692,gum disease
692,Parodontosis
692,Periodontal Disorder
692,Disease of supporting structures of teeth
693,Hemoglobin A1C > 7
694,Reduced HDL cholesterol < 36 mg/dL
695,Inadequate insulin administration
696,Infestation and Infection
696,Infections and Infestations
696,Infection
697,Female
698,History of travel
698,Detail of history of travel
700,Kussmaul respiration
701,Glucose: 250 � 600mg/dL
702,Moderate hyperosmolality: 300 � 320 mOsm/mL
703,Plasma ketones ++++
704,Serum bicarbonate < 15  meq/L
705,Arterial pH 6.8 � 7.3
706,Reduced arterial Pco2: 20 � 30 mmHg
707,Anion gap increased
708,Increased plasma triglycerides
708,Serum triglycerides raised
708,Increased triglycerides
708,Increased plasma Tg levels
708,raised triglycerides
708,Increased serum triglycerides
708,Serum triglycerides increased
708,Triglycerides elevated serum
708,Increased circulating Tg levels
709,Hyperlipoproteinemia
711,Intense hyperosmolality: 330 � 380 mOsm/mL
712,Intense hyperglycemia: 600 � 1200 mg/dL
713,Arterial pH > 7.3
714,Nonproliferative diabetic retinopathy
715,Proliferative retinopathy due to diabetes mellitus
715,diabetes with proliferative diabetic retinopathy
715,Proliferative diabetic retinopathy
715,PDR - proliferative diabetic retinopathy
715,Prolif diab retinopathy
715,Proliferative retinopathy with diabetes mellitus
715,PDR
716,Macular retinal edema
716,Macular Edema
716,Macular oedema
716,Retinal edemamacular
717,Microalbuminuria
717,Moderately increased albuminuria
718,Hiccough
718,Hiccup
718,Hiccups
718,Singultation
718,Singultus
719,Biopsy of kidney
719,Renal biopsy: diabetic nephropathy
720,Type IV renal tubular acidosis
724,Abnormal sensation of dysesthesia
724,Dysesthesia
726,Neuropathic pain
727,Absent ankle jerks
727,Absent Achilles reflex
727,Ankle reflex absent
727,ReflexAnkleAbsent
728,Abnormal position senseabnormal propioception
729,Diabetic amyotrophymuscle wasting
730,Ataxia
730,Coordination Impairment
730,walk is wobbly or unsteady (symptom)
730,Ataxy
730,ImpairmentCoordination
730,Dyssynergia
730,walk is wobbly or unsteady
731,Nerve conduction studies for diabetic peripheral neuropathy
732,Electromyography for diabetic peripheral neuropathy
733,Cranial nerve IIIIVVIand/or VII palsies
734,Pain behind eyes
734,Retro-orbital pain
734,retro-orbital eye pain
735,Entrapment neuropathies
736,Pain;thigh
736,Thigh pain
736,pain in the thigh
736,limb pain thigh
736,musculoskeletal thigh pain
736,Meralgia
736,Pain in thigh
737,Carpal tunnel syndromeunspecified upper limb
738,Nerve conduction studies for diabetic asymmetric neruropathy
739,Electromyography for diabetic asymmetric neruropathy
740,Polyradiculopathies
740,Polyradiculopathy
741,Intense radicular pain
742,Bulging of the weakened abdominal region
743,Nerve conduction studies for diabetic truncal radiculoneuropathy
744,Electromyography for diabetic truncal radiculoneuropathy
745,Muscular weakness of thigh
746,Absent patellar reflexes
746,Knee reflex absent (finding)
746,Absent knee jerk reflex
746,Patellar reflex absent
746,Knee reflex absent
747,Sensory loss in femoral area
748,Nerve conduction studies for diabetic femoral neuropathy
749,Electromyography for diabetic femoral neuropathy
750,Hyperhidrosis of upper extremities and anhidrosis of lower extremities
751,Hypoglycemia unawareness
752,Lack of bladder control if desire resisted
752,Urge urinary incontinence
752,Must urinate at once with urge
752,Urge incontinence of urine
752,Urinary Reflex Incontinence
753,Unable to pass urine
753,Cannot pass urine - retention
753,Bladder retention of urine
753,can't wizz
753,Bladder Distention
753,Bladder inability to empty
753,Increased post-void residual urine volume
753,Unable to void urine
753,can't piss
753,Urinary retention
754,Orgasm incapacity
754,Frigidity proper
754,Inability to orgasm
754,Anorgasmia
755,Coitus painful
755,Pain on sexual intercourse
755,Coitalgia
755,Pain on intercourse (finding)
755,Painful intercourse
755,Dyspareunia
755,Pain on intercourse
756,Lack of sweating
756,absent sweating
756,Anhidrosis
756,Sudomotor dysfunction
756,Absence of sweating
757,Reduced variability of heart rate with deep breathing or Valsalva
758,Gastroparesis on X rays
759,Family history of hypertension
759,FH: Hypertension
760,B-type natriuretic peptide
760,Brain natriuretic peptide elevated
760,B-Type Natriuretic Peptide
760,Brain natriuretic peptide
760,brain natriuretic peptide (BNP) level test
760,Brain natriuretic peptide level
761,Nuclear medicine scintigraphy for gastroparesis
763,Dry Orgasm
763,Retrograde ejaculation
763,RE - Retrograde ejaculation
763,ejaculation retrograde
764,Bladder ultrasound for urine retention
765,Urodynamic studies
770,Necrobiosis Lipoidica Diabeticorum
770,Diabetic necrobiosis lipoidica
770,Necrobiosis lipoidica diabetic
770,Oppenheim-Urbach
770,Oppenheim-Urbach disease
770,NLD - Necrobiosis lipoidica diabeticorum
770,Appenheim's disease
771,Granuloma Annulare
773,Bone biopsy and culture for osteomyelitis
774,Sugar urinary
774,Sugar in urine
774,Glycosuria
774,Glucose in urine
774,Urine glucose
774,Urine sugar positive
775,Maculopapular eruption or morbilliform eruption - Rash
775,Morbillifor rash
775,measles rash
775,morbilliform eruption
775,measles-like rash
775,measles eruption
776,Strong analgesics
777,luq pain
777,Abdmnal pain lft up quad
777,abdominal pain left upper quadrant
777,Left upper quadrant abdominal pain
777,LUQ abdominal pain
777,upper left quadrant pain
778,Pain of left arm only
778,Pain of left upper arm
780,CT of abdomen with contrast: Pancreatic tumor.
780,Abdominal CT with Contrast
780,CT ABDOMEN W/DYE
780,Computed Tomography of the Abdomen with Contrast
780,abdominal CT scan with contrast
780,Computed tomographyabdomen; with contrast material(s)
780,Computed tomography of abdomen with contrast
780,abdominal CT with contrast
780,Computerized tomography of abdomen with contrast (procedure)
780,Ct abdomen w/dye
780,CT ABDOMEN W/CONTRAST MATERIAL
780,Computerised tomography of abdomen with contrast
780,Computerized tomography of abdomen with contrast
780,CT scan abdomen with contrast
780,CT of the Abdomen with Contrast
780,Computed tomography of abdomen with contrast (procedure)
780,computed tomography of abdomen with contrast
780,CT scan of abdomen with contrast (procedure)
782,Biopsy for pancreatic body or tail carcinoma
783,Pancreatic body or tail mass on angiography
785,CA199 level INCREASED
785,ca 19-9 level test
785,CA199 measurement (procedure)
785,CA199 level (procedure)
785,CA19-9 Measurement
785,Carbohydrate Antigen 19-9 Measurement
785,Cancer antigen 19-9 measurement (procedure)
785,Cancer antigen 19-9
785,Carbohydrate antigen 19-9
785,CA-19-9 Measurement
785,CA199 level
785,CA 19-9 measurement
785,CA199 measurement
785,Cancer Antigen 19-9 Measurement
785,CA 19-9 measurement (procedure)
785,CA 199 measurement
786,Urine cytology carcinoma
787,ejection fraction reduced
787,EF reduced below 45%
787,EF decreased
787,echocardiogram
787,Echocardiography: left ventricular ejection fraction diminished
788,Transesophageal ultrasound for aortic dissection
789,Unequal blood pressure in arms
790,Systolic thrill
791,Palpable pulmonary artery pulsation
792,Split first heart sound
793,Echocardiogram of atrial septal defect secundum
794,Mitral stenosis on cardiac magnetic resonance imaging
795,Hypochondrium pain right
795,Pain right upper quadrant
795,RUQ pain
795,ruq pain
795,Right upper quadrant pain
795,RUQ abdominal pain
795,right upper quadrant abdominal pain
795,abdominal pain in the right upper belly (RUQ)
796,abdominal pain in the left lower belly
796,LLQ abdominal pain
796,abdominal pain in the left lower belly (LLQ)
796,abdominal pain left lower quadrant
796,left lower quadrant abdominal pain
796,Left lower quadrant pain
797,Pericardial effusion on echocardiogram
798,chest CT pericardial effusion
798,CT of chest pericardial effusion
798,computed tomography of chest: pericardial effusion
799,Pain in right upper limb
800,Skin cold clammy
800,Cold and clammy skin
803,gained weight
803,Body Weight Gain
803,Measured weight gain
803,Weight gain
803,Wt gain
803,Weight increasing
803,Increased body weight
804,Echocardiography
804,Echocardiography: left ventricular hypertrophy
804,heart ultrasound
807,ACTH concentration increased
807,Increased adrenocorticotropic hormone level
808,Lung mass on spiral CT scan
809,ACTH stimulation test: normal response.
810,Decreased ACTH
811,Rales
811,Crepitation;chest
811,rales or crackles
811,lung crackles
811,Respiratory crackles
811,Respiratory crepitations
811,Lung crepitation
811,crepitant rale
811,Crepitations
811,Crackles
812,fine skin
812,skin texture thin
812,Thinning of skin
812,Skin thinness
812,Thin skin
813,Can't sleep
813,Cannot sleep - insomnia
813,Sleeplessness
813,Difficulty staying or falling asleep
816,Periodic paralysis I
816,Westphall Disease
816,HYPOKPP
816,Hypokalemic periodic paralysis
816,HOKPP - hypokalemic periodic paralysis
816,Periodic Paralysis Hypokalemic
816,hypokalemic periodic paralysis syndrome
816,HYPOPP
817,Onycholyses
817,Detachment of nail plate
817,Separation of nail plate
817,Onycholysis
817,Plummer's nails
817,nails onycholysis
817,dermatology non-infectious nails onycholysis
817,nail plate separation
817,Detachment of nail
818,Thyroid dermopathy and acropachy
819,Nuclear medicine scintigraphy with MIBG for pheochromocytoma
820,Positron-emission tomography (PET) for pheochromocytoma
822,Decreased bowel sounds
823,Ultrasonography of liver: cirrhosis
824,Computed Tomography (CT) of Liver
824,Computerised tomogram liver
824,CT of liver: cirrhosis
824,CT scan of the liver
824,CT scan liver
825,Liver imaging with CT or MRI for fatty liver
826,Female of child bearing age
827,NSAID
827,NSAID medications
827,NSAID - Non-steroidal anti-inflammatory drug intake
827,NSAIA
827,AIANS
827,Non-Steroidal Anti-Inflammatory Agent
827,NSAIDs
827,AgentNon-Steroidal Anti-Inflammatory
828,H Pylori
828,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere
829,Genetic testing for hemochromatosisC282Y
831,elevated ALT
831,Abnormal ALT
831,Alanine Aminotransferase Increased
831,High ALT
832,AST/ALT > 1
833,Gamma-GT increased
833,Gamma-Glutamyltransferase Increased
833,GGTP inc
833,raised gamma gt
833,GGT increased
833,Gamma-glutamyltransferase high
833,Gamma-glutamyl transferase concentration increased above normal
833,GGT increased above normal
833,Gamma GT raised
833,ggt increased
833,increased ggt
833,GGTP increase
833,Gamma-glutamyl transferase raised
834,Elevated Cholesterol
834,Hypercholesterolemia
834,high blood cholesterol level
834,Hypercholesterolaemia
834,High cholesterol
834,Hypercholesteremia
834,Increased total cholesterol
835,Steatorrhoea
835,Fatty stool (finding)
835,Fatty stools
835,stool fatty
835,Fecal fat increased
835,Fat in feces
835,Greasy/oily stools (steatorrhea)
835,Fat in stools
835,Greasy stool
835,Chronic steatorrhea (diagnosis)
835,oily stools
835,Fatty stool
836,Wireless capsule endoscopy for Crohn's disease
837,CT with and without iv + oral contrast for Crohn's disease
838,Serologic markers for ulcerative colitis: pANCA
839,Obstruction small intestine
839,SBO - Small bowel obstruction
839,Small bowel obstruction
840,Colonic obstruction
841,Rectal palpation tender
842,Upper GI series with small bowel follow-through for Crohn's disease
843,CT scan for acute appendicitis
844,PERIPHERAL VENOUS CATH
844,CATH PERIPHERAL VENOUS
844,Peripheral Venous Catheterization
844,CatheterizationsPeripheral Venous
845,Cervix inflammation
845,Inflammation of cervix
845,Uterine cervix inflammation
845,infection; endocervix
845,Inflammatory disease of the cervix
845,cervix; cellulitis
845,Cervicitides
845,Uterine Cervicitis
845,Trachelitis
845,CervicitidesUterine
846,Urethritides
846,Urethral inflammation
846,Inflammation of urethra
846,Urethritis
846,inflammation of urethra
847,Hepatojugular reflux
847,hjr
847,Abdominoyugular reflux
849,Epididymis inflamed
849,Inflammation of epididymis
849,inflammation; epididymis
849,Epididymitides
849,Epididymitis
850,Urethrorrhea
850,Urethral discharge
850,Observation of urethral discharge
850,abnormal urethral discharge
850,Urethral discharge (finding)
850,Finding of urethral discharge
850,Urethrorrhoea
850,penis discharge
850,dicharge from penis
850,Finding of urethral discharge (finding)
850,UD - Urethral discharge
850,penile dicharge
851,Penis inflamed
851,Inflammatory disorder of penis
851,Inflammation of penis
851,Balanitis
851,Balanitides
851,penile inflammation
851,Penisitis
852,vaginitis
852,Vulvo-vaginitis
852,Vulvovaginitis
853,Nucleic acid urogenital probe tests for gonococcus
854,Gal/GalNAc lectin of E. histolytica in stool
855,Ultrasound for liver abscess
856,Fetidfoul-smellingbad breath
857,Blood cultures for pulmonary abscess bacteria
858,Pleural fluid cultures for pulmonary abscess bacteria
859,Bronchoscopy with lavage or brush for pulmonary abscess bacteria
860,Transtracheal or transthoracic aspiration for pulmonary abscess
861,Macule: rash if treated with ampicillin
862,Low blood neutrophil count
862,Neutropenic disorder
862,Low neutrophil count
862,Disorder characterized by neutropenia
862,Neutrophils decreased
862,Neutrophil count decreased
862,Granulocytopenia
862,Peripheral neutropenia
862,Neutrophil Count Decreased
863,Pulmonary CT or MRI for sarcoidosis
864,hemoglobin positive urine
864,Hemoglobinuria
864,Hemoglobin in urine
866,Painful periods
866,Menses painful
866,MenstruationPainful
866,severe menstrual pain
866,Menorrhalgia
866,Menstrual cramp
866,Painful menorrhoea
866,Period pain present (finding)
866,Painful menorrhea (disorder)
866,PainMenstrual
866,Period pain
866,Dysmenorrhea
867,Mucopurulent cervicites
868,Myringitis bullous
868,Bullous myringitis
868,Myringitis bullosa hemorrhagica
869,Vocal fremitus increased
870,sputum culture Streptococcus
871,psoriasi
871,Psoriasis
871,Psoriases
872,Gougerot-Mulock-Houwer syndrome
872,Sicca syndrome [Sjogren]
872,Sjogren's disease
872,Sjogren's Syndrome
872,Sjogren's
872,Sjögren
873,Normal pulmonary function tests
874,Keloid
874,Hypertrophic disorders of skin
875,Chilblain lupus erythematosus
875,Sarcoidosislupus pernio type
875,Lupus pernio
875,chilblain lupus
876,Abdominal CT or MRI for sarcoidosis granulomasparticularly spleen
877,Parathormone (parathyroid hormone) level
877,Parathyroid Hormone Test
877,PTH DIMINISHED
877,PTH measurement
877,Parathormone
878,Stridulous breathing
878,stridor was observed
878,Stridors
878,Stridor
879,Paraneoplastic syndromes
880,Family history of colorectal cancer
882,Left supraclavicular lymphadenopathy
882,enlarged supraclavicular lymph node (physical finding)
882,Supraclavicular lymphadenopathy
882,Supraclavicular lymph nodes enlarged
883,ERCP for pancreatic body/tail carcinoma
884,endoscopic ultrasound of pancreas (procedure)
884,endoscopic ultrasound pancreatic
884,endoscopic ultrasound of pancreas
884,endoscopic ultrasound of pancreas and bipsy.
885,Endoscopic ultrasound and fine-needle aspiration for head
886,Activate occult diseases
887,Magnetic resonance colangio-pancreatography for head
888,Magnetic resonance imaging of abdomen (procedure)
888,MRI of abdomen: pancreatic tumor.
889,Hippel-Lindau Disease
889,Familial cerebello-retinal angiomatosis
889,Lindau' disease
889,VHLS
889,VHL (Von Hippel-Lindau) syndrome
889,Von Hippel-Lindau Syndrome
889,AngiomatosesFamilial Cerebello-Retinal
889,Angiomatosis Retinae
889,Von Hippel
889,Familial Cerebello-Retinal Angiomatosis
889,VHL Syndrome
889,Cerebello-Retinal AngiomatosisFamilial
889,Lindau Disease
889,Cerebroretinal angiomatosis
889,HIPPEL LINDAU DIS
889,VHL
889,Hippel
890,CT scan: renal mass or tumor
891,Helical CT scan for kidney stones
892,Diethylstilbestrol exposure of mother in utero
893,Adnexal mass on ultrasound
895,Chest X-ray: pulmonary edema
895,Plain chest X-ray
896,Respiration Cheyne-Stokes-type
896,Cheyne-stokes respiratn
896,CSR
896,Cheyne-stokes breathing
898,Heart catheterizationleft ventricular filling pressurepulmonary capillary wedge pressure
899,Heart MRI
899,MRI cardiac
899,Magnetic resonance imaging of heart
899,Cardiac MRI: Myocardial insuficiency?
901,Arrhythmia in electrocardiogram
931,red eyes
931,Red eye
931,conjunctival redness
931,Redness of eye
931,Eye redness
931,Irritated eyes
932,Unilateral eye affection
933,Photophobia
933,photophofia
933,eye sensitivity to light
933,Eyes sensitive to sunlight
935,Keratitis
935,Corneal inflammation
935,Cornea inflammed
938,Corneal scar/opacity
938,Corneal scars and opacities
938,Eye scars
938,Eye dark spots
939,Abnormal pupil morphology
939,Pupillary abnormality
939,Pupil shape changes
939,Abnormality of the pupil
939,Pupil shape alterations
939,Abnormal pupils
939,Abnormal pupil
940,Synechiae of iris
940,iris adhesions
940,Synechia
940,Adhesions of iris
941,Iris degeneration
941,Atrophic iris
942,Vitreocapsulitis
942,Vitritis
942,Hyalitis
942,Vitreitis
942,hyalitis
942,Hyaloiditis
943,Glaucoma
944,Cataract
944,Cat. - Cataract
949,bright red blood per rectum
949,Fresh blood passed per rectum
949,anal bleeding
949,Bloody stool
949,Bleeding from your anus/rectum
949,Passage of bloody stools
949,Hematochezia
949,red blood in bowel movement
949,Bright red blood in stool
949,Rectal bleeding
949,blood in stool
949,Blood in faeces
949,bloody diarrhea
949,Bloody feces
954,Upper abdominal pain
955,Oesophageal pain
955,Esophageal pain
955,Esophagodynia
955,Pain in esophagus
955,Oesophagodynia
956,Perianal disease
958,Pyoderma gangrenosum
959,Episcleritis
960,CholangitisPrimary Sclerosing
960,sclerosing cholangitis
960,Primary sclerosing cholangitis
960,Sclerosing Cholangitis
960,PSC - Primary sclerosing cholangitis
960,PSC
996,Frequency of defecation. to three times daily
997,Bloating symptom
997,bloating
997,gassiness
997,Abdominal bloating
997,bloated stomach
997,Gassiness
997,Abdomen feels bloated
997,Tympanites
997,bloated
997,abdominal bloated
997,bloated belly
997,bloated tummy
997,Meteorism
997,bloated abdomen
997,Bloat
997,Abdo. bloating
998,UveitidesAnterior
998,Uveitis anterior
998,Anterior uveitis
998,UveitisAnterior
998,iridocyclitis
998,AAU - acute anterior uveitis
999,MR Enterography
1000,Anti saccharomyces cerevisiae (ASCA) positive
1002,ANCAp positive
1002,Anti neutrophil cytoplasmic antibody (ANCA) perinuclear positive
1002,ANCA positive
1004,CT scan of abdomen and pelvis
1004,Computerized Tomography (CAT) of abdomen and pelvis
1005,Alcohol abuse
1005,problem; alcohol use
1005,Problem Drinking
1005,Ethanol Abuse
1005,rndx alcohol abuse (diagnosis)
1005,AA - Alcohol abuse
1005,ETOH abuse
1011,Listless
1011,Lethargy
1011,Torpid
1012,Lack of balance
1012,giddiness
1012,Dizziness - giddy
1012,Dizziness and giddiness
1012,Dizziness
1016,Unstable when walking
1016,Instability of gait
1016,Unsteady gait
1016,gait instability
1016,GaitUnsteady
1016,Unsteady gait (finding)
1016,Disequilibrium when walking
1029,Losing words
1029,Slurred speech
1029,Anepia
1029,Logasthenias
1029,Aphasic disturbance
1029,can't comprehend spoken language
1029,Speech difficulty
1029,Alogia
1029,Difficulty finding words
1029,Logasthenia
1029,Loss of words
1029,Loss of power of expression or comprehension
1029,Word Deafness
1029,difficulty comprehending spoken language
1029,inability to understand or express language
1029,Logamnesia
1029,not comprehending spoken language
1029,Logagnosias
1029,Logagnosia
1029,Aphasia
1030,Hemianopsia
1030,Lateral Blindness
1030,visual fields hemianopsia
1031,seeing double
1031,Diplopia
1031,vision with ghost
1031,visión doble
1031,Double vision
1032,fixed pupil
1032,Dilation (Pupil)
1032,Dilated pupils
1032,Mydriasis
1032,Midriatic pupils
1032,Dilated pupil
1032,Fully dilated pupils
1032,mydriasis was noted
1032,Mydriatic pupil
1032,large pupil
1032,Pupil Dilation
1032,Wide pupil
1032,pupils dilated
1032,Dilatation pupillary
1034,anisocorias
1034,Pupillary Size Inequality
1034,Unequal pupil dilatation
1034,Pupil Diameter Unequal
1034,Anisocoria
1034,Pupils of different size
1034,Asymmetric pupil sizes
1034,Unequal pupils
1034,Pupillary asymmetry
1034,pupils unequal
1035,Unilateral paresis (finding)
1035,Hemiparesis
1035,paresis of one side of body
1035,body one side weakness
1035,Weakness of one side of body
1035,Hemipareses
1036,Unilateral paresis
1037,arms weakness
1037,Weakness of arm
1037,Upper limb paresis
1037,Monoparesis - arm
1037,Brachial Paresis
1037,upper extremity weakness
1037,Unable to move an arm
1037,Upper Extremity Paresis
1037,weakness in arm
1037,Upper arm weakness
1039,Muscle weakness of lower extremity
1039,Paresis of lower extremity
1039,ParesesCrural
1039,Lower Extremity Paresis
1039,Crural Paresis
1039,Unable to move leg
1040,abnormal sensation
1040,burning
1040,Parasthesia
1040,Paresthesia
1040,paraesthesia
1040,Pins and needles feeling
1040,tingling of the skin
1040,Tingling
1042,Unable to feel on your face
1042,face paresthesias
1042,Numbness of face (finding)
1042,Numbness of face
1045,High blood pressure crisis
1045,Hypertensive crisis
1045,AP over 220 mmHg
1045,Crisis hypertensive
1047,Nauseous
1047,Nauseated
1047,feeling sick
1047,Queasy
1047,Nausea
1047,rndx nausea
1048,vomit
1048,throw up
1048,vomits
1048,[D]Emesis
1048,Being sick
1048,Emesis
1048,gastric contents; regurgitation
1048,Vomiting
1048,Throwing up
1050,Computerized Tomography (CT Scan) of Brain
1051,MRI (Acute hypodensity or isodensity in T1 and slightly)
1053,Breathlessness on exertion
1053,shortness of breath on exercise
1053,shortness of breath on exertion
1053,DOE
1053,exertion dyspnea
1053,Short of breath on exertion
1053,Dyspnea on effort
1053,Dyspnea on exertion
1053,Functional Dyspnoea
1053,SOB on E
1053,difficulty breathing during exertion
1053,Dyspneaexertional
1053,Shortness of breathing upon physical activity
1053,difficulty breathing while active
1055,Chronic bronchitisunspecified
1055,smokers cough
1056,GAD - Generalized anxiety disorder
1056,Generalized Anxiety Disorder
1056,Generalized anxiety dis
1056,GAD
1057,muscular tightness in neckoccipital or frontal regions
1057,Neckache
1057,Cervicodynias
1057,Cervical Pain
1057,Posterior Neck Pain
1057,Cervicalgias
1057,Neck Aches
1057,Cervicodynia
1057,Painful neck
1058,Decreased hearing
1058,Loss of hearing
1058,Hypoacuses
1058,HI - Hearing impairment
1058,Hearing impaired
1058,Hypoacusis
1058,Difficulty hearing
1058,HL - Hearing loss
1058,Hearing Loss
1058,Hearing impairment
1058,HOH - Hard of hearing
1058,Hard of hearing
1058,Hearing losses
1065,Carotid Bruits
1066,Jaw bone pain
1066,Jaw pain
1066,Pain jaw
1066,Pain of jawNOS
1066,Pain of jaw (finding)
1066,mandibular pain
1066,Pain in jaw
1068,Inflammation of tongue
1068,soreness of tongue
1068,Smooth swollen tongue
1068,Glossitis
1068,tongue sore
1068,Inflammation of the tongue
1068,Lingual inflammation
1068,Tongue inflammation
1068,swallen tongue
1069,PerlIche
1069,Angular cheilitis.
1069,Cheilosis
1069,angulus infectiosus
1069,Angular cheilosis
1069,Angular stomatitis
1069,Perleche
1069,Red and sore corners of the mouth
1069,Inflammation of corners of the mouth
1069,PerIeche
1069,Perl@che
1069,Commissural cheilitis
1070,Restless legs syndrome
1071,Concave nails
1071,spoon nail
1071,nail spooning
1071,Spoon-shaped nails
1071,spoon nails
1071,nails spoon
1071,Concave nail
1071,Koilonychia
1071,Spoon nails
1071,spooned nails
1073,Supervision of pregnancy with history of insufficient antenatal care
1074,CBC
1075,Cold sensitivity
1075,chilled
1075,Intolerant of cold
1075,Cold intolerance
1075,feeling chilled
1076,Elevated serum ferritin
1076,Serum ferritin increased
1076,Increased serum ferritin level
1076,Increased circulating ferritin concentration
1076,Increased plasma ferritin
1076,High ferritin level
1078,Amaurosis temporary
1078,Momentary blindness
1078,Monocular BlindnessTransient
1078,Amaurosis Fugax
1079,Jaw pain while chewing
1079,Jaw claudication
1079,jaw muscle pain only while chewing
1080,Erythema over the templearea of the temporal artery
1080,skin redness over scalp
1080,temporal inflammation
1080,Scalp inflammation
1081,Reduced pulsation on temporal artery
1081,weak pulse on artery over the ear
1084,Microcytic anemia
1085,anaemias
1085,Lab Test: Hemoglobin and Hematocrit low. Anemia
1085,HCT decreased
1085,Low number of red blood cells or haemoglobin
1085,Haematocrit - PCV - low
1085,low hematocrit
1086,Ferritin level low
1086,Low ferritin level
1087,Decreased transferrin saturation
1087,Transferrin saturation decreased
1088,Decreased bone marrow iron
1089,Colonoscopy with a bleeding lesion
1090,Endoscopy of the esophagusstomachand duodenum with a bleeding lesion
1093,Nasal catarrh
1093,Snuffles
1093,NoseRunny
1093,Nasal discharge
1093,Nose running
1093,Rhinorrhea
1093,Runny nose
1093,Nose dripping
1093,Discharge from nose
1094,Congested nose
1094,blocked nose
1094,Stuffy nose
1094,nasal passage blockage
1094,Nasal congestion
1094,Nasal stuffiness
1094,Nose congestion
1094,Stuffed-up nose
1094,nasal obstruction
1096,Sneezes (finding)
1096,Sneezing
1096,estornudo
1096,Sneeze
1096,Sneezing symptoms
1096,Sneezes
1096,Observation of sneezing
1096,Finding of sneezing (finding)
1097,soreness throat
1097,Pharyngeal inflammation
1097,inflammation of pharynx
1097,Acute pharyngitis
1097,inflammation of the throat
1097,Pharynx inflamed
1097,pharyngitis nos acute
1097,infection throat
1098,Symmetrical arthritis
1098,Symmetrical joint involvement
1099,Morning stiffness lasting a few minutes
1101,Pain in metacarpophalangeal joints
1102,Thumb pain
1102,Pain in thumb
1103,Distal interphalangeal joint of finger pain
1103,Arthralgia of distal interphalangeal joint of finger
1104,Pain of wrist
1104,Wrist arthralgia
1104,Wrist joint pain (finding)
1104,Ache wrists
1104,musculoskeletal wrist pain
1104,Wrist joint pain
1104,arthralgia of ulna/radius/wrist
1104,Arthralgia of wrist
1104,Wrist pain
1104,joint pain wrists
1105,Metatarsophalangeal joint pain
1106,Arthralgia of 1st metatarsophalangeal joint
1106,First metatarsophalangeal joint pain
1106,First metatarsophalangeal joint pain (finding)
1107,ankles painful
1107,ankles pain
1107,Pain in ankle
1107,Painful ankle
1107,Ankle pain
1107,Ankle joint pain
1107,Arthralgia of ankle
1107,musculoskeletal ankle pain
1108,Pain affecting the shoulder
1108,Pain in shoulder
1108,musculoskeletal shoulder pain
1109,Pain;musculoskeletal;knee
